Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
228, Tales of the Abyss, 3DS, 2011, Role-Playing, Namco Bandai Games, 0.42, 0.14, 0.19, 0.06, 0.81
229, Rocket Power: Beach Bandits, PS2, 2002, Platform, THQ, 0.4, 0.0, 0.31, 0.1, 0.81
230, Guitar Hero: Warriors of Rock, PS3, 2010, Misc, Activision, 0.33, 0.0, 0.35, 0.14, 0.8200000000000001
231, Hasbro Family Game Night 3, Wii, 2010, Misc, Electronic Arts, 0.47, 0.0, 0.28, 0.07, 0.8200000000000001
232, Madden NFL 16, PS3, 2015, Sports, Electronic Arts, 0.56, 0.0, 0.11, 0.15, 0.8200000000000001
233, Stranglehold, X360, 2007, Shooter, Midway Games, 0.4, 0.01, 0.33, 0.09, 0.8300000000000001
234, Imagine: Rock Star, DS, 2008, Simulation, Ubisoft, 0.4, 0.0, 0.33, 0.09, 0.8200000000000001
235, Shin Megami Tensei: Persona 4, PS2, 2008, Role-Playing, Atlus, 0.34, 0.36, 0.04, 0.08, 0.8200000000000001
236, SingStar Vol. 2, PS3, 2008, Misc, Sony Computer Entertainment, 0.29, 0.0, 0.4, 0.13, 0.8200000000000001
237, Shaun White Snowboarding, X360, 0, Sports, Ubisoft, 0.48, 0.0, 0.26, 0.08, 0.8200000000000001
238, Madden NFL 25, PS4, 2013, Sports, Electronic Arts, 0.62, 0.0, 0.13, 0.07, 0.8200000000000001
239, Twisted Metal (2012), PS3, 2012, Action, Sony Computer Entertainment, 0.67, 0.0, 0.07, 0.07, 0.81
240, Dragon Warrior III, GB, 2000, Role-Playing, Enix Corporation, 0.0, 0.81, 0.0, 0.0, 0.81
241, Disney's The Little Mermaid: Ariel's Undersea Adventure, DS, 2006, Action, Disney Interactive Studios, 0.73, 0.0, 0.03, 0.06, 0.82
242, Ready 2 Rumble Boxing: Round 2, PS2, 2000, Fighting, Midway Games, 0.4, 0.0, 0.31, 0.1, 0.81
243, Kamaitachi no Yoru, SNES, 1994, Adventure, ChunSoft, 0.0, 0.81, 0.0, 0.0, 0.81
244, Patapon, PSP, 2007, Misc, Sony Computer Entertainment, 0.33, 0.07, 0.25, 0.17, 0.8200000000000001
245, Tales of Destiny II, PS, 2000, Role-Playing, Namco Bandai Games, 0.06, 0.66, 0.04, 0.05, 0.81
246, Super Bomberman 2, SNES, 1994, Puzzle, Hudson Soft, 0.0, 0.81, 0.0, 0.0, 0.81
247, NASCAR 2001, PS, 2000, Racing, Electronic Arts, 0.45, 0.0, 0.31, 0.05, 0.81
248, EA Sports Active NFL Training Camp, Wii, 2010, Sports, Electronic Arts, 0.77, 0.0, 0.0, 0.05, 0.8200000000000001
249, The Legend of Zelda: Four Swords Adventures, GC, 2004, Action, Nintendo, 0.63, 0.0, 0.16, 0.02, 0.81
250, Jikkyou Powerful Pro Yakyuu '99 Kaimakuban, PS, 1999, Sports, Konami Digital Entertainment, 0.0, 0.76, 0.0, 0.05, 0.81
251, Guitar Hero Live, PS4, 2015, Misc, Activision, 0.32, 0.0, 0.35, 0.13, 0.8
252, Valkyrie Profile, PS, 1999, Role-Playing, Enix Corporation, 0.07, 0.63, 0.05, 0.05, 0.8
253, Final Fantasy Type-0, PSP, 2011, Role-Playing, Unknown, 0.0, 0.81, 0.0, 0.0, 0.81
254, Pro Evolution Soccer 2010, X360, 2009, Sports, Konami Digital Entertainment, 0.12, 0.03, 0.58, 0.08, 0.8099999999999999
255, Army Men: Sarge's Heroes, N64, 1999, Action, 3DO, 0.68, 0.0, 0.12, 0.01, 0.81
256, Mega Man, NES, 1987, Platform, Capcom, 0.45, 0.27, 0.08, 0.01, 0.81
257, Tom Clancy's Rainbow Six 3, PS2, 2004, Shooter, Ubisoft, 0.4, 0.0, 0.31, 0.1, 0.81
258, Lego Batman 3: Beyond Gotham, PS3, 2014, Action, Warner Bros. Interactive Entertainment, 0.33, 0.0, 0.35, 0.13, 0.81
259, EarthBound, SNES, 1994, Role-Playing, Nintendo, 0.0, 0.81, 0.0, 0.0, 0.81
260, DiRT 2, X360, 2009, Racing, Codemasters, 0.32, 0.0, 0.4, 0.09, 0.81
261, Professor Layton vs Phoenix Wright: Ace Attorney, 3DS, 2012, Puzzle, Level 5, 0.2, 0.3, 0.26, 0.04, 0.8
262, The Next Tetris, PS, 1998, Puzzle, Atari, 0.45, 0.0, 0.31, 0.05, 0.81
263, Dying Light, XOne, 2015, Action, Warner Bros. Interactive Entertainment, 0.43, 0.01, 0.3, 0.07, 0.81
264, NCAA Football 10, PS3, 2009, Sports, Electronic Arts, 0.75, 0.0, 0.0, 0.06, 0.81
265, Ben 10: Alien Force, Wii, 2008, Action, Koch Media, 0.52, 0.0, 0.21, 0.07, 0.8
266, World Soccer Jikkyou Winning Eleven 3: World Cup France '98, PS, 1998, Sports, Konami Digital Entertainment, 0.0, 0.75, 0.0, 0.05, 0.8
267, Final Fantasy XI: Wings of the Goddess, PS2, 2007, Role-Playing, Square Enix, 0.35, 0.09, 0.27, 0.09, 0.7999999999999999
268, The Sims 2, PS2, 2005, Simulation, Electronic Arts, 0.67, 0.0, 0.03, 0.11, 0.81
269, Guitar Hero: Metallica, X360, 2009, Misc, Activision, 0.52, 0.0, 0.21, 0.07, 0.8
270, NCAA Football 14, PS3, 2013, Sports, Electronic Arts, 0.75, 0.0, 0.0, 0.06, 0.81
271, MadWorld, Wii, 2009, Action, Sega, 0.46, 0.02, 0.25, 0.07, 0.8
272, Fight Night Champion, X360, 2011, Fighting, Electronic Arts, 0.4, 0.0, 0.33, 0.07, 0.8
273, Who wants to be a millionaire, PS, 2000, Misc, Eidos Interactive, 0.45, 0.0, 0.3, 0.05, 0.8
274, Yakuza, PS2, 2005, Action, Sega, 0.03, 0.74, 0.02, 0.01, 0.8
275, Star Wars Rogue Squadron III: Rebel Strike, GC, 2003, Simulation, LucasArts, 0.62, 0.0, 0.16, 0.02, 0.8
276, ABBA: You Can Dance, Wii, 2011, Misc, Ubisoft, 0.19, 0.0, 0.5, 0.11, 0.8
277, Moto Racer, PS, 1997, Racing, Electronic Arts, 0.45, 0.0, 0.3, 0.05, 0.8
278, Hitman: Contracts, PS2, 2004, Shooter, Eidos Interactive, 0.39, 0.0, 0.31, 0.1, 0.8
279, The Sims 2: Pets, PSP, 2006, Simulation, Electronic Arts, 0.19, 0.0, 0.39, 0.22, 0.8
280, Final Fantasy Anthology, PS, 1999, Role-Playing, Square EA, 0.45, 0.0, 0.3, 0.05, 0.8
281, Aliens: Colonial Marines, X360, 2013, Shooter, Sega, 0.36, 0.0, 0.37, 0.07, 0.8
282, Pro Evolution Soccer 2010, PSP, 2009, Sports, Konami Digital Entertainment, 0.09, 0.2, 0.33, 0.18, 0.7999999999999999
283, [Prototype 2], X360, 2012, Action, Activision, 0.48, 0.0, 0.25, 0.07, 0.8
284, Sonic & SEGA All-Stars Racing with Banjo-Kazooie, X360, 2010, Racing, Sega, 0.37, 0.0, 0.35, 0.07, 0.79
285, Goldeneye 007: Reloaded, PS3, 2011, Shooter, Activision, 0.33, 0.0, 0.35, 0.13, 0.81
286, NBA 2K16, PS3, 2015, Sports, Take-Two Interactive, 0.44, 0.03, 0.19, 0.13, 0.79
287, All Star Cheer Squad, Wii, 2008, Sports, THQ, 0.43, 0.0, 0.29, 0.08, 0.8
288, The Sims 2: Castaway, PSP, 2007, Simulation, Electronic Arts, 0.08, 0.0, 0.46, 0.25, 0.7899999999999999
289, Prince of Persia: Warrior Within, XB, 2004, Action, Ubisoft, 0.48, 0.0, 0.28, 0.04, 0.8
290, Dragon's Dogma, X360, 2012, Role-Playing, Capcom, 0.42, 0.07, 0.24, 0.06, 0.79
291, Darksiders II, X360, 2012, Action, THQ, 0.45, 0.0, 0.28, 0.07, 0.8
292, Resident Evil: Revelations, PS3, 2013, Action, Capcom, 0.14, 0.22, 0.32, 0.12, 0.8
293, Rayman Raving Rabbids 2, DS, 2007, Misc, Ubisoft, 0.73, 0.0, 0.01, 0.06, 0.7999999999999999
294, Super Robot Taisen α, PS, 2000, Strategy, Banpresto, 0.0, 0.75, 0.0, 0.05, 0.8
295, PES 2009: Pro Evolution Soccer, PSP, 0, Sports, Konami Digital Entertainment, 0.04, 0.26, 0.33, 0.17, 0.8
296, Need for Speed: Hot Pursuit 2, GC, 2002, Racing, Electronic Arts, 0.68, 0.0, 0.09, 0.02, 0.79
297, Star Wars: The Force Unleashed II, Wii, 2010, Action, LucasArts, 0.54, 0.0, 0.19, 0.06, 0.79
298, Band Hero, X360, 2009, Misc, Activision, 0.51, 0.0, 0.22, 0.07, 0.8
299, Mario & Sonic at the Sochi 2014 Olympic Winter Games, WiiU, 2013, Sports, Nintendo, 0.39, 0.13, 0.22, 0.06, 0.8
300, Tales of Destiny 2, PS2, 2002, Role-Playing, Namco Bandai Games, 0.0, 0.8, 0.0, 0.0, 0.8
301, Capcom's Soccer Shootout, SNES, 1993, Sports, Nintendo, 0.0, 0.8, 0.0, 0.0, 0.8
302, Sniper: Ghost Warrior, PS3, 2011, Shooter, City Interactive, 0.26, 0.04, 0.36, 0.14, 0.8
303, The Godfather II, X360, 2009, Action, Electronic Arts, 0.47, 0.01, 0.24, 0.08, 0.8
304, pro evolution soccer 2011, PSP, 2010, Sports, Konami Digital Entertainment, 0.05, 0.29, 0.3, 0.16, 0.8
305, Alien, 2600, 1981, Action, 20th Century Fox Video Games, 0.74, 0.0, 0.04, 0.01, 0.79
306, Dragon Ball Z: Budokai Tenkaichi 2, PS2, 2006, Fighting, Atari, 0.66, 0.0, 0.02, 0.11, 0.79
307, The Walking Dead: Season One, PS3, 2012, Adventure, Avanquest Software, 0.4, 0.03, 0.25, 0.11, 0.79
308, Rayman Origins, X360, 2011, Platform, Ubisoft, 0.38, 0.0, 0.34, 0.08, 0.8
309, Guitar Hero: Aerosmith, PS2, 2008, Misc, Activision, 0.61, 0.0, 0.0, 0.18, 0.79
310, Ridge Racer, PS, 1994, Racing, Sony Computer Entertainment, 0.0, 0.74, 0.0, 0.05, 0.79
311, Final Fantasy Tactics A2: Grimoire of the Rift, DS, 2007, Role-Playing, Square Enix, 0.42, 0.3, 0.03, 0.04, 0.79
312, Harvest Moon: A Wonderful Life, GC, 2003, Role-Playing, Ubisoft, 0.61, 0.0, 0.16, 0.02, 0.79
313, Momotarou Dentetsu 7, PS, 1997, Simulation, Hudson Entertainment, 0.0, 0.74, 0.0, 0.05, 0.79
314, Invizimals, PSP, 2009, Strategy, Sony Computer Entertainment, 0.17, 0.0, 0.51, 0.11, 0.79
315, Motocross Mania, PS, 2001, Racing, Take-Two Interactive, 0.44, 0.0, 0.3, 0.05, 0.79
316, Tiger Woods PGA Tour 10, PS3, 2009, Sports, Electronic Arts, 0.42, 0.0, 0.25, 0.12, 0.79
317, Star Wars The Clone Wars: Jedi Alliance, DS, 2008, Action, LucasArts, 0.62, 0.0, 0.11, 0.07, 0.8
318, WCW Mayhem, N64, 1999, Fighting, Electronic Arts, 0.63, 0.0, 0.15, 0.01, 0.79
319, Mega Man 5, NES, 1992, Platform, Capcom, 0.39, 0.32, 0.07, 0.01, 0.79
320, Star Ocean: The Last Hope, X360, 2009, Role-Playing, Square Enix, 0.32, 0.21, 0.2, 0.06, 0.79
321, Dance Dance Revolution SuperNOVA 2, PS2, 2007, Simulation, Konami Digital Entertainment, 0.64, 0.02, 0.03, 0.1, 0.79
322, Armored Core 2, PS2, 2000, Simulation, Ubisoft, 0.28, 0.23, 0.22, 0.07, 0.8
323, Dragon Quest Monsters 2, 3DS, 2014, Role-Playing, Square Enix, 0.0, 0.79, 0.0, 0.0, 0.79
324, Ghost Squad, Wii, 2007, Shooter, Sega, 0.42, 0.08, 0.21, 0.07, 0.78
325, Dead Island: Riptide, X360, 2013, Action, Deep Silver, 0.44, 0.01, 0.27, 0.07, 0.79
326, Drawn to Life, DS, 2007, Action, THQ, 0.71, 0.0, 0.02, 0.06, 0.7899999999999999
327, Major League Baseball Featuring Ken Griffey Jr, N64, 1998, Sports, Nintendo, 0.75, 0.0, 0.03, 0.01, 0.79
328, FIFA 12, Wii, 2011, Sports, Electronic Arts, 0.16, 0.0, 0.52, 0.11, 0.79
329, Too Human, X360, 2008, Role-Playing, Microsoft Game Studios, 0.38, 0.03, 0.3, 0.08, 0.79
330, Sid Meier's Civilization Revolution, PS3, 2008, Strategy, Take-Two Interactive, 0.49, 0.01, 0.19, 0.1, 0.79
331, NCAA Football 08, PS2, 2007, Sports, Electronic Arts, 0.65, 0.0, 0.03, 0.11, 0.79
332, FIFA Soccer 2004, XB, 2003, Sports, Electronic Arts, 0.24, 0.0, 0.49, 0.05, 0.78
333, Personal Trainer: Walking, DS, 2008, Sports, Nintendo, 0.22, 0.17, 0.32, 0.07, 0.78
334, Naruto Shippuden: Ultimate Ninja Storm 2, X360, 2010, Fighting, Namco Bandai Games, 0.43, 0.01, 0.27, 0.07, 0.78
335, PokePark 2: Wonders Beyond, Wii, 2011, Action, Nintendo, 0.27, 0.27, 0.2, 0.05, 0.79
336, Professor Layton and the Azran Legacy, 3DS, 2013, Puzzle, Nintendo, 0.0, 0.25, 0.48, 0.06, 0.79
337, Tom Clancy's Splinter Cell: Double Agent, X360, 2006, Action, Ubisoft, 0.67, 0.01, 0.05, 0.06, 0.79
338, Yars' Revenge, 2600, 1982, Shooter, Atari, 0.73, 0.0, 0.04, 0.01, 0.78
339, Lips, X360, 2008, Misc, Microsoft Game Studios, 0.12, 0.0, 0.56, 0.1, 0.78
340, Secret Agent Barbie: Royal Jewels Mission, GBA, 2002, Platform, Vivendi Games, 0.56, 0.0, 0.21, 0.01, 0.78
341, Metroid Prime Hunters, DS, 2006, Shooter, Nintendo, 0.58, 0.11, 0.04, 0.06, 0.79
342, The 7th Guest, PC, 1992, Adventure, Virgin Interactive, 0.01, 0.0, 0.77, 0.0, 0.78
343, Doom, PS, 1994, Shooter, Infogrames, 0.43, 0.0, 0.3, 0.05, 0.78
344, Buzz! The Hollywood Quiz, PS2, 2007, Misc, Sony Computer Entertainment, 0.17, 0.0, 0.0, 0.61, 0.78
345, Puzzler World, DS, 2009, Puzzle, Ubisoft, 0.41, 0.0, 0.3, 0.07, 0.78
346, My Little Pony: Pinkie Pie's Party, DS, 2008, Adventure, THQ, 0.72, 0.0, 0.0, 0.06, 0.78
347, We Sing, Wii, 2009, Misc, Nordic Games, 0.0, 0.0, 0.69, 0.09, 0.7799999999999999
348, Marvel vs. Capcom: Clash of Super Heroes, PS, 1999, Fighting, Capcom, 0.43, 0.0, 0.3, 0.05, 0.78
349, God of War Saga, PS3, 2012, Action, Sony Computer Entertainment, 0.72, 0.0, 0.0, 0.06, 0.78
350, Battle Stations, PS, 1997, Strategy, Electronic Arts, 0.43, 0.0, 0.29, 0.05, 0.77
351, Tetris Party Deluxe, DS, 2010, Puzzle, Nintendo, 0.29, 0.12, 0.3, 0.07, 0.78
352, Pro Evolution Soccer 2016, PS4, 2015, Sports, Konami Digital Entertainment, 0.13, 0.13, 0.42, 0.1, 0.78
353, Worms: Open Warfare, PSP, 2006, Strategy, THQ, 0.11, 0.0, 0.43, 0.24, 0.7799999999999999
354, Star Wars Battlefront: Elite Squadron, PSP, 2009, Shooter, LucasArts, 0.38, 0.0, 0.24, 0.16, 0.78
355, UFC Personal Trainer: The Ultimate Fitness System, X360, 2011, Sports, THQ, 0.53, 0.0, 0.19, 0.06, 0.78
356, Resident Evil: Operation Raccoon City, X360, 2012, Action, Capcom, 0.55, 0.03, 0.15, 0.06, 0.79
357, NBA 2K7, PS2, 2006, Sports, Take-Two Interactive, 0.65, 0.0, 0.02, 0.11, 0.78
358, Need for Speed: ProStreet, PSP, 2008, Racing, Electronic Arts, 0.24, 0.01, 0.33, 0.2, 0.78
359, Toy Story 3: The Video Game, X360, 2010, Action, Disney Interactive Studios, 0.41, 0.0, 0.29, 0.07, 0.77
360, Torneko no Daibouken: Fushigi no Dungeon, SNES, 1993, Role-Playing, ChunSoft, 0.0, 0.78, 0.0, 0.0, 0.78
361, Jr. Pac-Man, 2600, 1983, Puzzle, Atari, 0.72, 0.0, 0.05, 0.01, 0.78
362, James Bond 007: Nightfire, GC, 2002, Shooter, Electronic Arts, 0.6, 0.0, 0.16, 0.02, 0.78
363, Banjo-Kazooie: Nuts & Bolts, X360, 2008, Platform, Microsoft Game Studios, 0.32, 0.0, 0.36, 0.09, 0.77
364, NBA ShootOut 98, PS, 1998, Sports, Sony Computer Entertainment, 0.43, 0.0, 0.29, 0.05, 0.77
365, Avatar: The Game, X360, 2009, Action, Ubisoft, 0.34, 0.0, 0.35, 0.08, 0.77
366, Harry Potter and the Half-Blood Prince, Wii, 2009, Action, Electronic Arts, 0.28, 0.0, 0.4, 0.09, 0.77
367, DJ Hero, Wii, 2009, Misc, Activision, 0.47, 0.0, 0.23, 0.07, 0.77
368, Perfect Dark Zero, X360, 2005, Shooter, Microsoft Game Studios, 0.66, 0.03, 0.02, 0.06, 0.77
369, Galaxian, 2600, 1982, Shooter, Atari, 0.72, 0.0, 0.05, 0.01, 0.78
370, Andretti Racing, PS, 1996, Racing, Electronic Arts, 0.43, 0.0, 0.29, 0.05, 0.77
371, Caesars Palace 2000: Millennium Gold Edition, PS, 2000, Misc, Interplay, 0.43, 0.0, 0.29, 0.05, 0.77
372, Madden NFL 25, XOne, 2013, Sports, Electronic Arts, 0.67, 0.0, 0.05, 0.05, 0.77
373, Air Raid, 2600, 1981, Action, Men-A-Vision, 0.72, 0.0, 0.04, 0.01, 0.77
374, Need For Speed: Undercover, PSP, 2008, Racing, Electronic Arts, 0.23, 0.03, 0.32, 0.19, 0.77
375, Duke Nukem Forever, PS3, 2011, Shooter, Take-Two Interactive, 0.33, 0.0, 0.31, 0.12, 0.76
376, Freedom Wars, PSV, 2014, Role-Playing, Sony Computer Entertainment, 0.22, 0.32, 0.14, 0.1, 0.78
377, Marvel Nemesis: Rise of the Imperfects, PS2, 2005, Fighting, Electronic Arts, 0.64, 0.0, 0.02, 0.1, 0.76
378, Boxing, 2600, 1980, Fighting, Activision, 0.72, 0.0, 0.04, 0.01, 0.77
379, Need for Speed: Porsche Unleashed, PS, 1999, Racing, Electronic Arts, 0.43, 0.0, 0.29, 0.05, 0.77
380, Dragon Ball: Raging Blast, PS3, 2009, Fighting, Namco Bandai Games, 0.37, 0.11, 0.19, 0.1, 0.77
381, Crystal Castles, 2600, 1983, Action, Atari, 0.72, 0.0, 0.04, 0.01, 0.77
382, Conker's Bad Fur Day, N64, 2001, Platform, THQ, 0.53, 0.0, 0.22, 0.02, 0.77
383, Dragon Warrior I&II, GB, 1999, Role-Playing, Enix Corporation, 0.0, 0.77, 0.0, 0.0, 0.77
384, Star Wars Episode II: Attack of the Clones, GBA, 2002, Action, THQ, 0.55, 0.0, 0.2, 0.01, 0.76
385, My Baby Girl, DS, 2008, Simulation, Nobilis, 0.61, 0.0, 0.1, 0.06, 0.77
386, LEGO Batman 2: DC Super Heroes, DS, 2012, Action, Warner Bros. Interactive Entertainment, 0.43, 0.0, 0.27, 0.06, 0.76
387, Twisted Metal: Head On, PSP, 2005, Action, Sony Computer Entertainment, 0.71, 0.0, 0.0, 0.06, 0.77
388, Conflict: Desert Storm II - Back to Bagdhad, PS2, 2003, Shooter, SCi, 0.38, 0.0, 0.29, 0.1, 0.77
389, Maximo: Ghosts to Glory, PS2, 2001, Platform, Capcom, 0.38, 0.0, 0.29, 0.1, 0.77
390, Pokemon Dash, DS, 2004, Racing, Nintendo, 0.21, 0.38, 0.14, 0.04, 0.77
391, Donkey Kong Country 3, GBA, 2005, Platform, Nintendo, 0.45, 0.14, 0.17, 0.01, 0.77
392, All-Star Baseball 2003, PS2, 2002, Sports, Acclaim Entertainment, 0.38, 0.0, 0.29, 0.1, 0.77
393, Unlimited Saga, PS2, 2002, Role-Playing, Atari, 0.1, 0.56, 0.08, 0.03, 0.77
394, Cabela's Deer Hunt: 2004 Season, PS2, 2003, Sports, Activision Value, 0.37, 0.0, 0.29, 0.1, 0.76
395, Sonic Unleashed, PS2, 2008, Platform, Sega, 0.37, 0.0, 0.04, 0.36, 0.77
396, Formula 1, PS, 1996, Racing, Psygnosis, 0.18, 0.42, 0.12, 0.05, 0.77
397, Plants vs. Zombies: Garden Warfare, PS3, 2014, Shooter, Electronic Arts, 0.22, 0.01, 0.4, 0.14, 0.77
398, Raving Rabbids: Travel in Time, Wii, 2010, Adventure, Ubisoft, 0.22, 0.0, 0.47, 0.08, 0.7699999999999999
399, The Sims 3, 3DS, 2011, Simulation, Electronic Arts, 0.3, 0.03, 0.37, 0.07, 0.77
400, Driv3r, XB, 2004, Racing, Atari, 0.36, 0.0, 0.38, 0.03, 0.77
401, Mercenaries: Playground of Destruction, PS2, 2005, Action, LucasArts, 0.64, 0.0, 0.02, 0.1, 0.76
402, MTV Celebrity Deathmatch, PS2, 2003, Fighting, Gotham Games, 0.37, 0.0, 0.29, 0.1, 0.76
403, Street Fighter Alpha: Warriors' Dreams, PS, 1995, Fighting, Virgin Interactive, 0.17, 0.43, 0.11, 0.05, 0.76
404, Mortal Kombat, PSV, 2012, Fighting, Warner Bros. Interactive Entertainment, 0.47, 0.0, 0.18, 0.12, 0.77
405, ISS Pro Evolution, PS, 1998, Sports, Konami Digital Entertainment, 0.0, 0.71, 0.0, 0.05, 0.76
406, Lost Planet 2, X360, 2010, Shooter, Capcom, 0.38, 0.08, 0.24, 0.06, 0.76
407, SoulCalibur V, PS3, 2012, Fighting, Namco Bandai Games, 0.35, 0.07, 0.24, 0.1, 0.76
408, Portal 2, PC, 2011, Shooter, Valve Software, 0.33, 0.0, 0.32, 0.11, 0.76
409, Super Monkey Ball: Touch & Roll, DS, 2005, Misc, Sega, 0.7, 0.0, 0.01, 0.06, 0.7699999999999999
410, Pro Evolution Soccer 2015, PS4, 2014, Sports, Konami Digital Entertainment, 0.09, 0.11, 0.43, 0.13, 0.76
411, Drawn to Life: The Next Chapter, Wii, 2009, Puzzle, THQ, 0.29, 0.0, 0.39, 0.08, 0.76
412, The Lord of the Rings: Conquest, PS3, 2009, Action, Electronic Arts, 0.38, 0.0, 0.26, 0.12, 0.76
413, Final Fantasy II, NES, 1988, Role-Playing, SquareSoft, 0.0, 0.76, 0.0, 0.0, 0.76
414, Tony Hawk's Pro Skater 2, N64, 2001, Sports, Activision, 0.59, 0.0, 0.16, 0.01, 0.76
415, Taiko no Tatsujin: Tatakon de Dodon ga Don, PS2, 2002, Misc, Namco Bandai Games, 0.0, 0.76, 0.0, 0.0, 0.76
416, Mega Man Battle Network 6: Cybeast Falzar / Gregar, GBA, 2005, Role-Playing, Capcom, 0.09, 0.62, 0.03, 0.02, 0.76
417, Syphon Filter: The Omega Strain, PS2, 2004, Shooter, Sony Computer Entertainment, 0.37, 0.0, 0.29, 0.1, 0.76
418, FIFA Soccer 11, PS2, 2010, Sports, Electronic Arts, 0.11, 0.0, 0.29, 0.36, 0.7599999999999999
419, Deer Drive, Wii, 2009, Sports, Big Ben Interactive, 0.67, 0.0, 0.04, 0.05, 0.76
420, Kane & Lynch: Dead Men, X360, 2007, Shooter, Eidos Interactive, 0.36, 0.01, 0.31, 0.08, 0.76
421, Assassin's Creed: Revelations, PC, 2011, Action, Ubisoft, 0.14, 0.0, 0.48, 0.14, 0.76
422, Mortal Kombat: Deception, XB, 2004, Fighting, Midway Games, 0.61, 0.0, 0.12, 0.03, 0.76
423, Ace Attorney Investigations: Miles Edgeworth, DS, 2009, Adventure, Capcom, 0.27, 0.3, 0.15, 0.04, 0.76
424, That's So Raven, GBA, 2004, Adventure, Disney Interactive Studios, 0.54, 0.0, 0.2, 0.01, 0.75
425, FIFA 15, Wii, 2014, Sports, Electronic Arts, 0.24, 0.0, 0.46, 0.06, 0.76
426, Marvel vs. Capcom 2: New Age of Heroes, PS2, 2002, Fighting, Capcom, 0.31, 0.13, 0.24, 0.08, 0.76
427, Need for Speed: Shift, PSP, 2009, Racing, Electronic Arts, 0.16, 0.01, 0.38, 0.21, 0.76
428, Kane & Lynch: Dead Men, PS3, 2007, Shooter, Eidos Interactive, 0.29, 0.01, 0.32, 0.13, 0.75
429, Dark Souls II, X360, 2014, Role-Playing, Namco Bandai Games, 0.48, 0.01, 0.2, 0.06, 0.75
430, True Crime: New York City, PS2, 2005, Action, Activision, 0.57, 0.07, 0.02, 0.09, 0.75
431, Legends of Wrestling, PS2, 2001, Fighting, Acclaim Entertainment, 0.37, 0.0, 0.29, 0.1, 0.76
432, Rockstar Games presents Table Tennis, X360, 2006, Sports, Take-Two Interactive, 0.28, 0.0, 0.39, 0.09, 0.76
433, Monopoly Streets, Wii, 2010, Misc, Electronic Arts, 0.24, 0.0, 0.44, 0.08, 0.76
434, Genji: Days of the Blade, PS3, 2006, Action, Sony Computer Entertainment, 0.18, 0.06, 0.38, 0.14, 0.76
435, Harvest Moon: Animal Parade, Wii, 2008, Simulation, Rising Star Games, 0.6, 0.02, 0.09, 0.05, 0.76
436, Final Fantasy Legend III, GB, 1991, Role-Playing, SquareSoft, 0.0, 0.76, 0.0, 0.0, 0.76
437, Total War: Rome II, PC, 2013, Strategy, Sega, 0.12, 0.0, 0.53, 0.11, 0.76
438, Rare Replay, XOne, 2015, Misc, Microsoft Game Studios, 0.47, 0.01, 0.21, 0.07, 0.76
439, Spectrobes, DS, 2007, Role-Playing, Disney Interactive Studios, 0.67, 0.0, 0.03, 0.06, 0.76
440, Wall-E, PS2, 2008, Platform, THQ, 0.21, 0.0, 0.0, 0.54, 0.75
441, WWE SmackDown vs. Raw 2009, PSP, 2008, Fighting, THQ, 0.41, 0.0, 0.21, 0.14, 0.76
442, Band Hero, PS3, 2009, Misc, Activision, 0.41, 0.0, 0.24, 0.11, 0.76
443, Mega Man X5, PS, 2000, Platform, Capcom, 0.3, 0.2, 0.21, 0.05, 0.76
444, Tearaway, PSV, 2013, Adventure, Sony Computer Entertainment Europe, 0.17, 0.0, 0.39, 0.19, 0.7500000000000001
445, DJ Hero 2, PS3, 2010, Misc, Activision, 0.47, 0.0, 0.19, 0.09, 0.75
446, The Godfather II, PS3, 2009, Action, Electronic Arts, 0.41, 0.01, 0.22, 0.11, 0.75
447, WWE SmackDown vs. Raw 2010, Wii, 2009, Fighting, THQ, 0.51, 0.0, 0.17, 0.07, 0.75
448, Turok, X360, 2008, Action, Touchstone, 0.46, 0.01, 0.21, 0.07, 0.75
449, [Prototype 2], PS3, 2012, Action, Activision, 0.36, 0.0, 0.28, 0.11, 0.75
450, Shark Tale, PS2, 2004, Action, Activision, 0.37, 0.0, 0.29, 0.1, 0.76
451, San Francisco Rush: Extreme Racing, N64, 1997, Racing, GT Interactive, 0.63, 0.0, 0.11, 0.01, 0.75
452, The Amazing Spider-Man (Console Version), X360, 2012, Action, Activision, 0.43, 0.0, 0.26, 0.06, 0.75
453, Zone of the Enders, PS2, 2001, Shooter, Konami Digital Entertainment, 0.3, 0.13, 0.24, 0.08, 0.75
454, Red Faction: Guerrilla, PS3, 2009, Shooter, THQ, 0.33, 0.02, 0.28, 0.12, 0.75
455, Street Fighter EX Plus Alpha, PS, 1997, Fighting, Virgin Interactive, 0.28, 0.23, 0.19, 0.05, 0.75
456, Madden NFL 06, PSP, 2005, Sports, Electronic Arts, 0.69, 0.0, 0.0, 0.06, 0.75
457, Coded Arms, PSP, 2005, Shooter, Konami Digital Entertainment, 0.28, 0.0, 0.29, 0.18, 0.75
458, Tony Hawk's Underground 2, XB, 2004, Sports, Activision, 0.48, 0.0, 0.24, 0.03, 0.75
459, Tales of Vesperia, X360, 2008, Role-Playing, Atari, 0.32, 0.19, 0.18, 0.05, 0.74
