Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
233, Avatar: The Game, Wii, 2009, Action, Ubisoft, 0.33, 0.0, 0.32, 0.08, 0.73
234, FIFA Soccer 13, Wii, 2012, Action, Electronic Arts, 0.19, 0.0, 0.46, 0.08, 0.73
235, Dragon Quest Swords: The Masked Queen and the Tower of Mirrors, Wii, 2007, Role-Playing, Square Enix, 0.18, 0.5, 0.01, 0.02, 0.71
236, LEGO Rock Band, Wii, 2009, Misc, Warner Bros. Interactive Entertainment, 0.42, 0.0, 0.22, 0.07, 0.71
237, Disney Tangled, Wii, 2010, Action, Disney Interactive Studios, 0.47, 0.0, 0.17, 0.05, 0.69
238, Kirby's Dream Collection: Special Edition, Wii, 2012, Action, Nintendo, 0.34, 0.33, 0.0, 0.02, 0.6900000000000001
239, Bakugan: Battle Brawlers, Wii, 2009, Action, Activision, 0.6, 0.0, 0.03, 0.05, 0.6799999999999999
240, The Last Story, Wii, 2011, Role-Playing, Nintendo, 0.32, 0.18, 0.13, 0.04, 0.6699999999999999
241, Red Steel, Wii, 2006, Shooter, Ubisoft, 0.55, 0.04, 0.04, 0.05, 0.68
242, Country Dance, Wii, 2011, Misc, Funbox Media, 0.59, 0.0, 0.04, 0.04, 0.6699999999999999
243, The Biggest Loser: Challenge, Wii, 2010, Sports, THQ, 0.49, 0.0, 0.13, 0.05, 0.6699999999999999
244, Need For Speed: Undercover, Wii, 2008, Racing, Electronic Arts, 0.27, 0.0, 0.32, 0.07, 0.66
245, Taiko no Tatsujin Wii, Wii, 2008, Misc, Namco Bandai Games, 0.0, 0.67, 0.0, 0.0, 0.67
246, Summer Sports: Paradise Island (Others sales), Wii, 2008, Sports, Ubisoft, 0.0, 0.0, 0.66, 0.01, 0.67
247, TV Show King Party, Wii, 2008, Puzzle, Ubisoft, 0.18, 0.0, 0.41, 0.08, 0.6699999999999999
248, 007: Quantum of Solace, Wii, 2008, Action, Activision, 0.3, 0.01, 0.29, 0.07, 0.6699999999999999
249, Rock Band 3, Wii, 2010, Misc, MTV Games, 0.56, 0.0, 0.06, 0.05, 0.67
250, Puzzler Brain Games, Wii, 2012, Puzzle, Namco Bandai Games, 0.0, 0.66, 0.0, 0.0, 0.66
251, New Play Control! Pikmin, Wii, 2008, Strategy, Nintendo, 0.29, 0.19, 0.14, 0.04, 0.6599999999999999
252, Real Heroes: Firefighter, Wii, 2009, Action, Rondomedia, 0.56, 0.0, 0.04, 0.05, 0.65
253, Disney Sing It: Party Hits, Wii, 2010, Misc, Disney Interactive Studios, 0.5, 0.0, 0.11, 0.05, 0.66
254, The Black Eyed Peas Experience, Wii, 2011, Misc, Ubisoft, 0.39, 0.0, 0.2, 0.06, 0.65
255, Donkey Kong Barrel Blast, Wii, 2007, Racing, Nintendo, 0.2, 0.11, 0.26, 0.06, 0.63
256, Okami, Wii, 2008, Action, Capcom, 0.45, 0.04, 0.1, 0.05, 0.64
257, Family Feud: 2010 Edition, Wii, 2009, Misc, Ubisoft, 0.59, 0.0, 0.0, 0.04, 0.63
258, Red Steel 2, Wii, 2010, Shooter, Ubisoft, 0.36, 0.01, 0.21, 0.06, 0.64
259, DJ Hero 2, Wii, 2010, Misc, Activision, 0.49, 0.0, 0.09, 0.04, 0.62
260, Cabela's Big Game Hunter (2008), Wii, 2007, Sports, Activision, 0.58, 0.0, 0.0, 0.05, 0.63
261, Metroid Prime: Trilogy, Wii, 2009, Shooter, Nintendo, 0.43, 0.0, 0.05, 0.14, 0.62
262, World of Zoo, Wii, 2009, Simulation, THQ, 0.41, 0.0, 0.16, 0.05, 0.62
263, SpongeBob's Atlantis SquarePantis, Wii, 2007, Action, THQ, 0.57, 0.0, 0.01, 0.04, 0.62
264, Muramasa: The Demon Blade, Wii, 2009, Role-Playing, Rising Star Games, 0.33, 0.11, 0.13, 0.04, 0.6100000000000001
265, Disney Sing It: Family Hits, Wii, 2010, Misc, Disney Interactive Studios, 0.39, 0.0, 0.18, 0.05, 0.62
266, New Carnival Games, Wii, 2010, Misc, Take-Two Interactive, 0.35, 0.0, 0.21, 0.05, 0.61
267, Cabela's Monster Buck Hunter, Wii, 2010, Sports, Activision, 0.58, 0.0, 0.0, 0.03, 0.61
268, New Play Control! Donkey Kong Jungle Beat, Wii, 2008, Platform, Nintendo, 0.24, 0.14, 0.17, 0.05, 0.6000000000000001
269, Pac-Man Party, Wii, 2010, Misc, Namco Bandai Games, 0.47, 0.01, 0.09, 0.04, 0.61
270, Guitar Hero: Smash Hits, Wii, 2009, Misc, Activision, 0.33, 0.0, 0.21, 0.06, 0.6000000000000001
271, Disney TH!NK Fast: The Ultimate Trivia Showdown, Wii, 2008, Misc, Disney Interactive Studios, 0.37, 0.01, 0.16, 0.06, 0.6
272, New Play Control! Pikmin 2, Wii, 2009, Strategy, Nintendo, 0.11, 0.33, 0.14, 0.02, 0.6
273, Phineas and Ferb: Across the 2nd Dimension, Wii, 2011, Action, Disney Interactive Studios, 0.36, 0.0, 0.19, 0.05, 0.6
274, The Golden Compass, Wii, 0, Action, Sega, 0.26, 0.0, 0.28, 0.07, 0.6100000000000001
275, Disney Sing It! High School Musical 3: Senior Year, Wii, 2008, Misc, Disney Interactive Studios, 0.32, 0.0, 0.23, 0.04, 0.5900000000000001
276, Jeopardy!, Wii, 2010, Misc, THQ, 0.56, 0.0, 0.0, 0.03, 0.5900000000000001
277, Iron Man, Wii, 2008, Action, Sega, 0.31, 0.0, 0.22, 0.06, 0.5900000000000001
278, Go Diego Go! Great Dinosaur Rescue, Wii, 2008, Action, Take-Two Interactive, 0.53, 0.0, 0.02, 0.04, 0.5900000000000001
279, Transformers: The Game, Wii, 2007, Action, Activision, 0.52, 0.0, 0.03, 0.04, 0.5900000000000001
280, Skate it, Wii, 2008, Sports, Electronic Arts, 0.51, 0.0, 0.04, 0.05, 0.6
281, Top Spin 3, Wii, 2008, Action, Take-Two Interactive, 0.15, 0.0, 0.37, 0.07, 0.59
282, Petz Dogz 2, Wii, 2007, Simulation, Ubisoft, 0.53, 0.0, 0.01, 0.04, 0.5800000000000001
283, The Conduit, Wii, 2009, Shooter, Sega, 0.29, 0.0, 0.23, 0.06, 0.5800000000000001
284, Cabela's Dangerous Hunts 2011, Wii, 2010, Sports, Activision, 0.53, 0.0, 0.02, 0.04, 0.5900000000000001
285, Trivial Pursuit, Wii, 2009, Misc, Electronic Arts, 0.21, 0.0, 0.31, 0.07, 0.59
286, The Legend of Spyro: Dawn of the Dragon, Wii, 2008, Platform, Vivendi Games, 0.35, 0.0, 0.18, 0.05, 0.58
287, Rayman Origins, Wii, 2011, Platform, Ubisoft, 0.23, 0.0, 0.29, 0.07, 0.59
288, Rapala: We Fish, Wii, 2009, Sports, Activision, 0.52, 0.0, 0.02, 0.04, 0.5800000000000001
289, Tetris Party Deluxe, Wii, 2010, Puzzle, Nintendo, 0.34, 0.02, 0.17, 0.05, 0.5800000000000001
